Feature ID,Area,Reference feature,Reference source location,Reference entry point,Rust status,Rust source location,Rust production entry point,Unit tested,Integration tested,End-to-end tested,Behaviorally compatible,Error compatible,Cross-platform verified,Security reviewed,Evidence,Gap,Severity,Release blocker,Recommended action
F125,Plugin,QuickJS plugin host,packages/plugin; core/plugin,plugin.ts,PARTIAL,oc-plugin/src/host.rs; oc-plugin/src/registration.rs; js/runtime.rs; manager.rs; oc-server/src/server.rs; oc-server/src/state.rs; oc-server/src/plugin_registry.rs; oc-server/src/runner.rs,PluginManager/bootstrap,Yes,Yes,No,Partial,Partial,No,Partial,RUNTIME+TEST: a dedicated-thread manager loads configured local plugins during production server bootstrap, retains summaries/failures, serializes event delivery and sync/async tool execution on the owner thread, awaits async event hooks, invokes async dispose hooks on owner-thread shutdown
F126,Plugin,npm plugin install,opencode/src/plugin/*,plug.ts,PARTIAL,oc-plugin/src/npm.rs; install.rs; oc-cli/src/cli/cmd/plug.rs,npm install,Yes,Yes,Partial,Partial,No,No,Partial,RUNTIME+TEST: CLI plug dispatches local/npm/git resolution and JSONC patching; npm resolution now selects semver ranges, uses version-specific caches, validates package metadata, rejects traversal/symlink archive entries, and installs through staging; 8 npm-focused tests pass
F127,Plugin,@opencode-ai/plugin polyfill API,packages/plugin/src,plugin.ts,PARTIAL,oc-plugin/src/polyfill/*.js; oc-plugin/src/host.rs; oc-plugin/tests/integration.rs,polyfill,Yes,Yes,Partial,Partial,No,No,Partial,RUNTIME+TEST: tool/z, shell escaping, TUI binding lookup, workspace, config/event/dispose hooks
F128,Plugin,Plugin skills (customize-opencode etc.),core/src/plugin/skill/customize-opencode.md,plugin.ts,PARTIAL,oc-command/src/skill/customize-opencode.md; oc-server/src/plugin_registry.rs; oc-server/src/runner.rs:1002-1088; oc-server/src/instance_handlers.rs:469-495; oc-server/src/handlers/skill.rs,skill discovery/session guidance/command registry,Yes,Yes,No,Partial,No,No,No,RUNTIME+TEST: built-in and project skill assets remain discoverable in production session guidance and skill-backed command listing/execution; plugin-provided skills now flow through the typed registration sink into /skill and slash-command registries, with focused server projection coverage,Full plugin skill lifecycle, prompt/context parity, and full TUI parity remain incomplete
F129,Plugin,Default plugins set + --pure,opencode/src/cli/effect-cmd.ts; index.ts --pure,index.ts,PARTIAL,oc-cli/src/cli/args.rs; oc-cli/src/cli/cmd/providers.rs; oc-server/src/server.rs; oc-server/src/builtin_auth.rs,pure flag,Yes,Yes,Partial,Partial,No,No,Partial,RUNTIME+TEST+CHECK: pure skips configured/external plugins while native OpenAI/xAI browser/headless OAuth, GitHub Copilot public/enterprise device OAuth, and API-key hooks remain available; OPENCODE_DISABLE_DEFAULT_PLUGINS disables the native default registry in CLI/server; PKCE/device-code method exposure, account-ID extraction, endpoint/header mapping
F130,TUI,Full TUI app (ratatui),packages/tui/src; packages/session-ui,tui.ts,PARTIAL,oc-tui/src/app.rs:2752; oc-cli/src/cli/cmd/run/mod.rs:556-690,App::run_async,Yes,Yes,Partial,Partial,No,No,No,RUNTIME+TEST: interactive/mini run modes launch oc-tui against local or attached HTTP; bootstrap loads the v1 skill catalog and prompt.skills opens a filterable selector that inserts slash invocations while preserving arguments; session.timeline now opens a searchable message preview dialog and jumps to the selected rendered message; session.background now lists running/completed jobs and cancels running jobs through the connected experimental API; session.queued_prompts now renders ordered durable queue admissions and clears on session idle; oc-tui passes 178/178 library tests; full default/auth/replay, queue mutation controls, terminal, browser, and behavioral parity remain
F131,TUI,Mini/split-footer interactive mode,opencode/src/cli/cmd/run/runtime.ts,run.ts runInteractiveLocalMode,PARTIAL,oc-cli/src/cli/cmd/attach.rs:79-105; oc-cli/src/cli/cmd/run/mod.rs:292-297,run_mini(),run_mini(),Yes,Yes,Partial,Partial,No,No,No,RUNTIME+CHECK+TEST: --mini/--interactive start oc-tui with local or attached server lifecycle, validate replay flags, preserve initial prompts plus structured file parts through TuiInput auto-submit, and send an explicit expanded text part after file attachments; focused CLI/TUI tests and CLI check pass
F132,TUI,Mini session history replay,opencode/src/cli/cmd/run/session-replay.ts,run.ts,PARTIAL,oc-cli/src/cli/cmd/attach.rs:39-215; oc-tui/src/app.rs:46-790; oc-server/src/instance_handlers.rs:596-625,--no-replay/replay-limit,Yes,Yes,Partial,Partial,No,No,No,RUNTIME+TEST: mini/attach replay flags control resumed-session hydration and newest-N truncation; the v1 message endpoint now returns the newest bounded page in chronological order, and focused server/TUI replay regressions pass,Resize redraw and full terminal differential coverage remain,Medium,Yes
F133,TUI,Themes/keybinds,packages/tui/src/themes.ts; core/tui config,tui.ts,PARTIAL,oc-tui/src/config.rs; oc-tui/src/keymap.rs; oc-tui/src/theme.rs; oc-tui/src/app.rs,ResolvedConfig/Keymap/Theme,Yes,Yes,Partial,Partial,No,No,No,RUNTIME+TEST: configured leader chords, disabled leaders, canonical space display, replay-related TUI config, resolved theme/theme_mode
F134,TUI,Session list/help/model switcher UI,packages/tui/src/components,tui.ts,PARTIAL,oc-tui/src/app.rs; oc-tui/src/components/dialog.rs,App,Yes,Yes,Partial,Partial,No,No,No,RUNTIME+TEST: app dispatches session/model/agent/help dialogs with typed filtering, backspace/Escape, filter-aware navigation/submission, newest-first sessions, overlay rendering
F135,TUI,Terminal title / raw mode / signals,packages/tui/src,tui.ts,PARTIAL,oc-tui/src/app.rs:2752-2768,3307-3500; oc-tui/src/terminal.rs; oc-util/src/util/signal.rs; oc-cli/src/main.rs,run_async (raw mode),Yes,Yes,No,Partial,Partial,No,Partial,RUNTIME+TEST: process SIGINT/SIGTERM forwarding and injected listener shutdown are wired; terminal.title.toggle emits the terminal title escape sequence and persists its preference; terminal.suspend now leaves raw/alternate/mouse/paste modes, raises Unix SIGTSTP, and restores the TUI on foreground resume; focused suspend-dispatch/config/title tests pass,Terminal restoration/title behavior is covered at the lifecycle-helper boundary but interactive TTY and cross-platform verification remain
F136,Export,Export session JSON (info+messages),opencode/src/cli/cmd/export.ts:222-287,export.ts,IMPLEMENTED_CONNECTED,oc-cli/src/cli/cmd/export_cmd.rs:1-81,export::run(),Yes,Yes,Yes,Yes,No,No,Partial,RUNTIME: selects a requested/latest session from SQLite and emits session metadata, messages, and parts as portable JSON,Exact reference schema/attachment export differences remain,Medium
F137,Export,Export --sanitize redaction,opencode/src/cli/cmd/export.ts:11-190,export.ts redact(),IMPLEMENTED_CONNECTED,oc-cli/src/cli/cmd/export_cmd.rs:47-81,export::sanitize(),Yes,Yes,Yes,Yes,No,No,Partial,RUNTIME+TEST: recursively redacts transcript/file fields while preserving non-sensitive metadata; focused regression test passes,Reference redaction key coverage may differ,Medium,No,-
F138,Import,Import from file/URL with share decode,opencode/src/cli/cmd/import.ts:95,import.ts,IMPLEMENTED_CONNECTED,oc-cli/src/cli/cmd/import_cmd.rs:33-520,import::run(),Yes,Yes,Partial,Partial,No,No,No,"RUNTIME+TEST: local export/share-sync JSON payloads decode nested messages/parts and persist project/session/message/part rows idempotently into SQLite; remote http(s) share URLs use share-data endpoint fallback, JSON content-type validation, and a 10 MiB limit; import tests pass; full CLI end-to-end and differential coverage remain; revalidated 2026-08-18", JSON content-type validation, a 10 MiB limit, and focused injectable-fetch tests; full CLI end-to-end and differential coverage remain,Remote URL fetching and full CLI end-to-end coverage remain
F139,Share,Session share URL,opencode/src/share/session.ts,share.ts,PARTIAL,oc-server/src/instance_handlers.rs:949-1152; oc-server/src/handlers/session.rs:366-427; crates/oc-cli/src/cli/cmd/import_cmd.rs,session_share()/import::run(),Yes,Yes,Partial,Partial,No,No,No,RUNTIME+TEST: configurable remote share create/sync/delete lifecycle is durable and local share/export payloads can be decoded and imported,Production share auth/events, remote URL fetch, and import differential coverage remain,High
F140,Share,Share-next (account-based),opencode/src/share/share-next.ts,share-next.ts,IMPLEMENTED_CONNECTED,oc-server/src/share.rs; oc-server/src/instance_handlers.rs; oc-server/tests/api.rs,session.share/unshare,Yes,Yes,Partial,Partial,No,No,Partial,"RUNTIME+TEST: explicit shareNext configuration selects /api/shares, requires environment bearer token, sends x-org-id and Authorization headers, persists account shares, and omits legacy secrets; account_share_uses_bearer_org_headers_and_account_resource passes; account service login/org discovery remains outside the port; revalidated 2026-08-18", requires an environment bearer token, sends x-org-id and Authorization headers, persists account shares, and omits legacy secrets; account service login/org discovery remains outside the port
F141,Env,OPENCODE_* env vars (~80 in reference),core/src/flag/flag.ts:8-70; env/*,flag.ts,PARTIAL,"oc-cli,oc-config flags (~26 vars); oc-tui/src/config.rs",Flags::from_env(); TUI config boundary,Yes,Yes,Partial,Partial,No,No,Partial,RUNTIME+TEST: core config, server auth, DB, workspace/fake-VCS, experimental gates
F142,Logging,Log files + --print-logs,opencode/src/cli/effect-cmd.ts; core observability,index.ts,IMPLEMENTED_CONNECTED,oc-cli/src/main.rs; oc-util/src/logging.rs; oc-cli/tests/logging.rs,oc-util::logging::init(),Yes,No,No,Partial,No,No,No,"UNIT+E2E: formatter, level selection, run IDs, append-file creation, and <data>/log/opencode.log routing verified through the real binary with the --print-logs integration test; revalidated 2026-08-18",Rotation and broader runtime parity remain,Low,No,Runtime-verify log rotation and parity
F143,Update,Update check on startup / auto-update,opencode/src/installation/*; cli/upgrade.ts,upgrade.ts,PARTIAL,oc-cli/src/cli/upgrade.rs; oc-cli/src/cli/cmd/mod.rs,cmd::dispatch() interactive default path and upgrade command,Yes,No,No,Partial,No,No,No,RUNTIME+TEST: interactive default dispatch performs a two-second best-effort latest-version check, honors autoupdate config plus OPENCODE_DISABLE_AUTOUPDATE/OPENCODE_ALWAYS_NOTIFY_UPDATE, prints only when a newer release exists, and schedules guarded patch auto-install in the background; explicit upgrade selects HTTPS platform assets, validates size/tag/format
F144,Update,Install script / installer,install/ directory; core/installation,install,INTENTIONALLY_EXCLUDED,-,-,No,No,No,No,No,No,No,Rust is a single binary; CONTEXT.md goal 2 (no install),N/A,Informational,No,-
F145,Diagnostics,Heap snapshot (--print-logs + heap),opencode/src/cli/heap.ts,index.ts Heap.start,IMPLEMENTED_CONNECTED,oc-cli/src/cli/heap.rs,heap::start(),No,No,Yes,Partial,No,No,No,STATIC: heap module wired in main.rs:76,Behavior unverified,Low,No,-
F146,Diagnostics,OPENCODE_DISABLE_* flag plumbing,core/src/flag/flag.ts,flag.ts,PARTIAL,"oc-config/src/load.rs:23-58; oc-command/src/skill/mod.rs; oc-server/src/handlers/{command,skill}.rs; oc-server/src/runner.rs; oc-cli/src/cli/cmd/debug.rs; oc-cli/src/cli/models_dev.rs",Flags and production skill/model consumers,Yes,Yes,No,Partial,No,No,No,"RUNTIME+TEST: OPENCODE_DISABLE_EXTERNAL_SKILLS and OPENCODE_DISABLE_CLAUDE_CODE_SKILLS gate server/runner/CLI skill and command discovery, while OPENCODE_DISABLE_MODELS_FETCH blocks explicit models.dev refresh; 19 skill tests and 3 models-dev tests pass; default-plugin gating and remaining reference flags remain incomplete",Others missing,Low,No,Complete remaining environment consumers
F147,Diagnostics,Exit status conventions,"index.ts:118-142 (exitCode=1, exit())",index.ts,IMPLEMENTED_CONNECTED,oc-cli/src/main.rs:78-118,main(),No,No,Yes,Partial,Partial,No,No,"RUNTIME+TEST: unknown subcommand, missing required argument, and command errors exit 1 while --version exits 0 - verified by 4 headless binary tests in oc-cli/tests/exit_codes.rs; revalidated 2026-08-18",Audit remaining per-command exit codes against the reference in later rounds,Medium,No,Audit exit codes per command
F148,Diagnostics,Error message formatting parity,opencode/src/cli/error.ts,error.ts,IMPLEMENTED_CONNECTED,oc-cli/src/cli/error.rs,format_error,No,No,Yes,Partial,Partial,No,No,RUNTIME+TEST: `CliError` messages stay clean and unknown anyhow cause chains render once; four focused formatter/exit-code tests pass; headless binary test asserts 'Unexpected error' + cause chain and exit 1 for `session delete` on a missing session; revalidated 2026-08-18,Reference-wide error variants and subprocess/differential output remain unverified,Medium,No,Golden-test errors
F149,Diagnostics,Signal handling (SIGTERM/SIGINT shutdown),opencode/src/util/process.ts; index.ts:137-141,index.ts,IMPLEMENTED_CONNECTED,oc-util/src/util/signal.rs; oc-cli/src/main.rs; oc-server/src/server.rs,process,Yes,Yes,No,Partial,Partial,No,Partial,RUNTIME+TEST: CLI forwards SIGINT/SIGTERM into a process-wide one-shot signal and listeners stop through graceful shutdown; signal/server tests pass; headless binary test sends SIGTERM to `opencode serve` and verifies a clean exit; revalidated 2026-08-18,"Full process-tree cancellation, terminal restoration, and cross-platform verification remain",Medium,No,Complete process-tree cancellation and cross-platform coverage
F150,Sync,Event replay / sync start|replay|steal|history,opencode/src/sync/*; core/control-plane,sync.ts,IMPLEMENTED_CONNECTED,oc-sync/src/sync/*.rs; oc-database/src/tables.rs:434-555; oc-server/src/state.rs; oc-server/src/instance_handlers.rs:2598-2704,production sync_store + sync routes,Yes,Yes,No,Partial,No,No,No,"RUNTIME+TEST: production state hydrates the sync store from SQLite event_sequence/event rows and persists publish/replay cursors/events transactionally; sync start registers definitions, replay accepts serialized events, history serves cursor-filtered aggregate rows, steal claims ownership, and durable server events publish through the state boundary; 16 sync-store tests plus restart/hydration coverage pass",Cross-workspace transport/ownership lifecycle and complete durable event catalog remain incomplete,High,Yes,Connect live event publication and workspace control plane
F151,Sync,Remote/console workspaces,opencode/src/control-plane/*,control-plane.ts,PARTIAL,oc-sync/src/control_plane/workspace*.rs; oc-sync/src/control_plane/adapters; oc-sync/src/control_plane/sync_api.rs; oc-server/src/state.rs; oc-server/src/instance_handlers.rs:3716-3860,local workspace projection + workspace routes,Yes,Yes,No,Partial,No,No,No,RUNTIME+TEST: production local workspace state supports project-scoped adapter registry listing, create/list/status/remove, session warp, and control-plane move-session with durable session update; POST /experimental/workspace/sync-list now invokes registered adapter discovery and projects results into GET /experimental/workspace; remote/console adapters perform injected SyncApi-backed create/list/remove with HTTPS/header validation, DELETE support
F152,Background,Background subagents/jobs,opencode/src/background/*,background.ts,IMPLEMENTED_CONNECTED,oc-core/src/background_job.rs; oc-tool/src/core/task.rs; oc-server/src/runner.rs; oc-server/src/instance_handlers.rs:3209-3272; oc-server/src/router.rs:140-147,BackgroundJob/task,Yes,Yes,Partial,Partial,No,No,No,"RUNTIME+TEST: opt-in background task calls create process-local jobs and durable child sessions, schedules the production runner, emits completion projection events, and exposes experimental list/status/promote/cancel HTTP routes with cooperative runner cancellation; process restart durability, cross-process jobs, and full reference event lifecycle remain","Process restart durability, cross-process jobs, and full reference event lifecycle remain",Low,Yes,Complete background lifecycle and durable job parity
F153,Skill,Skill discovery + guidance,opencode/src/skill/index.ts,skill.ts,IMPLEMENTED_CONNECTED,oc-command/src/skill/*.rs; oc-server/src/runner.rs:1002-1088; instance_handlers.rs:1095-1121,SkillService through ServerSkillGuidance and command registry,Yes,Yes,No,Partial,No,No,No,"RUNTIME+TEST: production runner discovers project/global/configured/remote skills, applies agent permission rules, injects available_skills context, command listing/execution exposes skill-backed commands; command_list_and_execution_include_project_skills passes; full tool invocation parity and reference remote-error semantics remain; revalidated 2026-08-18", applies agent permission rules, injects <available_skills> context, command listing/execution exposes skill-backed commands, and TUI bootstrap lists skills with filterable slash-invocation selection
F154,Question,Schema-based question service,opencode/src/question/index.ts,question.ts,IMPLEMENTED_CONNECTED,oc-command/src/question/mod.rs; oc-server/src/state.rs; oc-server/src/runner.rs,QuestionService,Yes,Yes,Partial,Partial,No,No,No,RUNTIME+TEST: service owns pending handles and server question endpoints resolve suspended runner tool calls,core event-bus and cross-process persistence remain,Medium,No,Complete event-bus integration
F155,Command,Slash command registry + render,opencode/src/command/index.ts,command.ts,IMPLEMENTED_CONNECTED,oc-command/src/command/mod.rs:331-384; oc-server/src/instance_handlers.rs:1047-1154,Registry through session_command,Yes,Yes,No,Partial,No,No,No,"RUNTIME+TEST: production session_command resolves project/config commands, renders arguments, expands shell substitutions, preserves attachments, and delegates to the runner; command_list_and_execution_include_project_skills passes; full interactive command catalog/skill/MCP prompt parity remain; revalidated 2026-08-18", renders arguments, expands shell substitutions, preserves attachments, and delegates to the runner
